DATE,AUD,CAD,EUR,JPY,CHF,USD
11/09/2015,2.1822,2.0499,1.3655,185.7481,1.5034,1.5402
14/09/2015,2.1524,2.0406,1.3633,184.7344,1.4926,1.5383
15/09/2015,2.1663,2.0377,1.3623,184.5144,1.4949,1.5357
16/09/2015,2.1577,2.0486,1.3738,186.9523,1.5029,1.5516
17/09/2015,2.1721,2.0469,1.3727,187.6368,1.5054,1.552
18/09/2015,2.1583,2.0423,1.3707,186.9265,1.4971,1.5585
21/09/2015,2.1695,2.0522,1.3832,186.6132,1.5058,1.5484
22/09/2015,2.1731,2.0391,1.3781,184.174,1.4939,1.5344
23/09/2015,2.1703,2.0229,1.3663,183.4917,1.491,1.5225
24/09/2015,2.1856,2.0407,1.3535,182.3381,1.4798,1.5284
25/09/2015,2.1625,2.0239,1.3582,183.3171,1.4825,1.5174
28/09/2015,2.1694,2.0289,1.3544,181.9331,1.4796,1.5175
29/09/2015,2.1595,2.0303,1.3494,181.55,1.4726,1.5138
30/09/2015,2.1565,2.0309,1.3565,181.4308,1.4797,1.5147
01/10/2015,2.149,2.0044,1.3526,181.2993,1.4775,1.5155
02/10/2015,2.1619,2.0081,1.3482,181.2144,1.4738,1.52
05/10/2015,2.1436,1.9891,1.3537,182.573,1.4795,1.5179
06/10/2015,2.1317,1.9884,1.3507,182.8026,1.4728,1.5212
07/10/2015,2.1206,1.9924,1.363,183.7866,1.4874,1.5313
08/10/2015,2.1228,1.996,1.3564,183.3106,1.479,1.5295
09/10/2015,2.0858,1.9787,1.348,184.1859,1.4729,1.5308
12/10/2015,2.081,1.9883,1.349,184.0239,1.4742,1.5343
13/10/2015,2.0861,1.9755,1.3386,182.4749,1.4618,1.5224
14/10/2015,2.1262,2.0059,1.3498,184.0743,1.4704,1.5436
15/10/2015,2.1128,1.9924,1.3578,183.2355,1.4695,1.5459
16/10/2015,2.1261,1.9955,1.3577,184.1163,1.4691,1.5446
19/10/2015,2.1334,2.0087,1.3688,184.955,1.4817,1.548
20/10/2015,2.1289,2.0011,1.3631,185.3963,1.4752,1.546
21/10/2015,2.1423,2.0248,1.3614,185.4462,1.4788,1.5459
22/10/2015,2.1339,2.021,1.3808,185.4868,1.4972,1.5411
23/10/2015,2.1243,2.0192,1.3913,185.9741,1.4988,1.5352
26/10/2015,2.1153,2.0177,1.3901,185.6684,1.5077,1.5361
27/10/2015,2.117,2.0276,1.3855,184.1727,1.5079,1.5312
28/10/2015,2.1448,2.0146,1.3847,184.7286,1.5093,1.532
29/10/2015,2.1602,2.0142,1.3954,185.2868,1.5167,1.5294
30/10/2015,2.165,2.0206,1.3987,186.4279,1.5225,1.5443
02/11/2015,2.1593,2.0195,1.398,186.1542,1.5178,1.5428
03/11/2015,2.148,2.0191,1.4062,186.5743,1.5262,1.5399
04/11/2015,2.1507,2.0211,1.4166,187.0694,1.5279,1.5384
05/11/2015,2.135,2.0075,1.4036,185.3943,1.5209,1.525
06/11/2015,2.1422,2.0043,1.4037,185.7034,1.5148,1.5077
09/11/2015,2.1421,2.0057,1.4059,186.2816,1.5167,1.5108
10/11/2015,2.1503,2.0048,1.4131,186.2459,1.5214,1.511
11/11/2015,2.1537,2.0173,1.4168,186.8507,1.5265,1.5201
12/11/2015,2.1373,2.0216,1.4129,186.7798,1.5249,1.5194
13/11/2015,2.1355,2.0279,1.4161,186.6069,1.5319,1.5196
16/11/2015,2.1451,2.0318,1.4181,187.057,1.5309,1.5198
17/11/2015,2.1372,2.0271,1.4286,187.8539,1.5441,1.5217
18/11/2015,2.1478,2.0293,1.4285,188.008,1.5506,1.5211
19/11/2015,2.1237,2.0295,1.4246,187.8838,1.5514,1.5295
20/11/2015,2.1035,2.029,1.4272,186.8648,1.5479,1.5217
23/11/2015,2.1033,2.0215,1.4256,186.0508,1.5438,1.5131
24/11/2015,2.0851,2.0095,1.4161,184.535,1.5325,1.5069
25/11/2015,2.0838,2.0062,1.4212,185.1254,1.543,1.5068
26/11/2015,2.0927,2.0112,1.4244,185.3843,1.5492,1.5126
27/11/2015,2.0933,2.0121,1.4208,184.8057,1.5502,1.5053
30/11/2015,2.0777,2.0051,1.4253,185.5884,1.5473,1.5053
01/12/2015,2.0602,2.013,1.4191,184.9685,1.5492,1.5054
02/12/2015,2.0418,1.9948,1.4139,184.4889,1.5381,1.4942
03/12/2015,2.062,2.0138,1.3859,185.2134,1.5084,1.5036
04/12/2015,2.0534,2.016,1.3869,185.9235,1.5096,1.5101
07/12/2015,2.0713,2.0323,1.389,185.7802,1.5083,1.5071
08/12/2015,2.0736,2.0312,1.3783,184.1983,1.4894,1.4984
09/12/2015,2.1016,2.0581,1.385,185.357,1.5,1.5182
10/12/2015,2.0783,2.0608,1.3865,184.2608,1.4986,1.5163
11/12/2015,2.1103,2.0847,1.3829,184.0379,1.4957,1.5211
14/12/2015,2.0881,2.0781,1.3707,182.4955,1.4836,1.5116
15/12/2015,2.0987,2.07,1.3779,183.1793,1.4904,1.5048
16/12/2015,2.0861,2.0749,1.3708,182.7609,1.4804,1.5005
17/12/2015,2.0922,2.0748,1.3736,182.5724,1.4821,1.4882
18/12/2015,2.0737,2.0692,1.3733,180.9648,1.4805,1.4893
21/12/2015,2.0715,2.0811,1.3633,180.2695,1.4773,1.4886
22/12/2015,2.0499,2.0665,1.3518,179.2342,1.4652,1.4825
23/12/2015,2.057,2.0604,1.3667,179.8731,1.4774,1.4868
24/12/2015,2.0516,2.0689,1.363,179.6041,1.4723,1.4921
29/12/2015,2.0289,2.0484,1.3567,178.2502,1.4691,1.4795
30/12/2015,2.0339,2.0599,1.3591,178.8266,1.4688,1.4833
31/12/2015,2.0264,2.0584,1.3605,178.4059,1.4726,1.4819
04/01/2016,2.0498,2.0481,1.3598,175.2398,1.4765,1.4689
05/01/2016,2.0531,2.0482,1.3661,174.519,1.4814,1.4647
06/01/2016,2.0684,2.0584,1.3595,173.3121,1.4738,1.4607
07/01/2016,2.0752,2.049,1.3452,171.9953,1.4618,1.4566
08/01/2016,2.0846,2.0584,1.333,171.1213,1.4464,1.454
11/01/2016,2.0788,2.0618,1.3391,170.5503,1.4557,1.4531
12/01/2016,2.0582,2.0505,1.3275,169.4613,1.4421,1.4366
13/01/2016,2.0639,2.0589,1.3316,170.8948,1.4581,1.4441
14/01/2016,2.0677,2.0664,1.3276,169.9381,1.4512,1.4393
15/01/2016,2.0792,2.0722,1.3068,167.2488,1.4293,1.4307
18/01/2016,2.0753,2.0711,1.3125,167.5298,1.4366,1.427
19/01/2016,2.0445,2.0541,1.298,166.6305,1.4195,1.4144
20/01/2016,2.0734,2.0778,1.3017,164.8555,1.4236,1.4186
21/01/2016,2.0347,2.0264,1.306,165.7894,1.4292,1.4135
22/01/2016,2.0397,2.0254,1.324,169.851,1.4535,1.4331
25/01/2016,2.0466,2.0311,1.3169,169.2066,1.4492,1.4267
26/01/2016,2.0464,2.019,1.3204,169.651,1.4581,1.4325
27/01/2016,2.0236,2.0091,1.3117,169.3138,1.4506,1.4258
28/01/2016,2.0302,2.027,1.3152,170.7424,1.4587,1.4388
29/01/2016,2.0061,1.9968,1.3113,171.762,1.4537,1.4187
01/02/2016,2.0277,2.0122,1.3191,173.8861,1.4623,1.4366
02/02/2016,2.0391,2.0228,1.3185,172.8714,1.4666,1.4376
03/02/2016,2.0526,2.0198,1.3207,172.1418,1.471,1.4592
04/02/2016,2.016,1.9953,1.3053,170.7667,1.4546,1.4578
05/02/2016,2.044,2.0058,1.2999,169.4394,1.4385,1.4482
08/02/2016,2.0311,2.0071,1.2891,166.051,1.4224,1.4368
09/02/2016,2.0461,2.002,1.2806,166.1025,1.4052,1.4484
10/02/2016,2.0392,2.0131,1.2912,165.4513,1.4153,1.446
11/02/2016,2.0403,2.0182,1.2726,161.4988,1.4052,1.4435
12/02/2016,2.0412,2.01,1.2857,162.9561,1.4125,1.4458
15/02/2016,2.0234,1.9985,1.297,165.4953,1.4286,1.4455
16/02/2016,2.0182,1.9877,1.2839,162.8423,1.4144,1.4307
17/02/2016,1.9967,1.96,1.286,163.5661,1.4221,1.4314
18/02/2016,2.0098,1.9657,1.2942,163.2552,1.4278,1.4366
19/02/2016,2.0118,1.9741,1.2845,160.8919,1.4145,1.4266
22/02/2016,1.9548,1.9347,1.2819,159.7114,1.4117,1.4135
23/02/2016,1.9547,1.9466,1.2795,158.0747,1.3974,1.4105
24/02/2016,1.9415,1.9196,1.2637,154.7706,1.3754,1.3932
25/02/2016,1.9368,1.8968,1.2641,157.1773,1.3793,1.3949
26/02/2016,1.936,1.8768,1.2687,157.9159,1.3841,1.3862
29/02/2016,1.9508,1.8881,1.2821,157.2445,1.3872,1.3929
01/03/2016,1.947,1.8721,1.2822,158.1741,1.3901,1.3925
02/03/2016,1.9372,1.8909,1.2989,160.2171,1.4072,1.4064
03/03/2016,1.9208,1.8939,1.2948,160.798,1.406,1.4156
04/03/2016,1.9182,1.8995,1.2914,161.7781,1.4124,1.4216
07/03/2016,1.9024,1.8887,1.2932,161.2552,1.4185,1.4205
08/03/2016,1.9098,1.9056,1.2851,159.7885,1.4094,1.4211
09/03/2016,1.8953,1.8917,1.2921,160.5664,1.4176,1.4222
10/03/2016,1.9212,1.907,1.2835,162.2128,1.4135,1.4307
11/03/2016,1.9061,1.9062,1.29,163.3976,1.416,1.4395
14/03/2016,1.9059,1.904,1.2897,162.7093,1.4122,1.4323
15/03/2016,1.8978,1.8922,1.2747,159.8804,1.3955,1.4165
16/03/2016,1.8966,1.8842,1.273,160.3056,1.3928,1.4099
17/03/2016,1.8971,1.8811,1.2805,161.2737,1.4026,1.449
18/03/2016,1.9052,1.8845,1.2853,161.6714,1.4052,1.4514
21/03/2016,1.8962,1.8819,1.279,160.7695,1.3938,1.4402
22/03/2016,1.8645,1.8557,1.2663,158.9603,1.3798,1.4217
23/03/2016,1.8732,1.8631,1.2626,158.9322,1.3733,1.4111
24/03/2016,1.8817,1.8771,1.267,159.3068,1.3813,1.4143
29/03/2016,1.8845,1.8778,1.275,161.7764,1.3912,1.4266
30/03/2016,1.8773,1.8696,1.2725,162.4533,1.3898,1.4448
31/03/2016,1.8685,1.8594,1.2616,161.5943,1.3764,1.4378
01/04/2016,1.8562,1.8572,1.2503,159.4252,1.3649,1.4185
04/04/2016,1.8767,1.8655,1.2556,158.9731,1.3714,1.4291
05/04/2016,1.8747,1.8629,1.2424,156.1273,1.353,1.4133
06/04/2016,1.863,1.852,1.2384,154.9037,1.3487,1.4086
07/04/2016,1.8747,1.8549,1.2386,152.0884,1.3461,1.4094
08/04/2016,1.8634,1.8301,1.2366,152.909,1.3446,1.4106
11/04/2016,1.876,1.8425,1.2464,153.7979,1.3568,1.4263
12/04/2016,1.8616,1.8256,1.2491,154.2847,1.36,1.4208
13/04/2016,1.8598,1.8152,1.259,155.2257,1.371,1.4207
14/04/2016,1.8352,1.8154,1.2554,154.4088,1.3678,1.414
15/04/2016,1.8403,1.8257,1.2551,154.1716,1.3707,1.4178
18/04/2016,1.842,1.8334,1.26,155.1727,1.3749,1.4274
19/04/2016,1.8436,1.8217,1.2659,157.4283,1.3824,1.4402
20/04/2016,1.8444,1.8233,1.2711,157.3309,1.3914,1.4401
21/04/2016,1.8458,1.8224,1.2702,156.9581,1.3947,1.4338
22/04/2016,1.8645,1.8223,1.2822,160.6315,1.408,1.4409
25/04/2016,1.8765,1.8363,1.2868,160.8485,1.4126,1.45
26/04/2016,1.8838,1.8405,1.2899,162.1157,1.4189,1.4584
27/04/2016,1.9181,1.8389,1.2856,161.7532,1.4142,1.4537
28/04/2016,1.9107,1.8275,1.2878,158.1828,1.4127,1.4571
29/04/2016,1.9193,1.8349,1.2791,156.7696,1.4048,1.465
03/05/2016,1.9391,1.8471,1.2634,154.5316,1.3866,1.4551
04/05/2016,1.9384,1.8627,1.2601,154.7981,1.3862,1.4482
05/05/2016,1.9407,1.8639,1.2718,155.6978,1.4036,1.4497
06/05/2016,1.9627,1.865,1.2635,153.9317,1.3995,1.4432
09/05/2016,1.9669,1.8681,1.2634,155.9879,1.3976,1.4398
10/05/2016,1.9631,1.8724,1.2694,157.7515,1.4082,1.4462
11/05/2016,1.9584,1.859,1.2653,157.1478,1.4044,1.4465
12/05/2016,1.9745,1.8581,1.272,157.6621,1.4023,1.4503
13/05/2016,1.9737,1.8566,1.27,156.5551,1.4002,1.4351
16/05/2016,1.9725,1.858,1.2712,156.7552,1.4068,1.4405
17/05/2016,1.9707,1.8667,1.2764,157.6035,1.412,1.4467
18/05/2016,2.01,1.8914,1.2961,160.2023,1.4345,1.4617
19/05/2016,2.0263,1.9171,1.3017,160.2891,1.4436,1.4585
20/05/2016,2.0101,1.9054,1.2946,160.3327,1.4406,1.4515
23/05/2016,2.0074,1.9026,1.2915,158.2756,1.4348,1.4461
24/05/2016,2.0333,1.9133,1.3091,160.5091,1.4502,1.4609
25/05/2016,2.0476,1.9253,1.3202,162.2513,1.4589,1.4714
26/05/2016,2.0341,1.906,1.3127,161.0175,1.4532,1.4682
27/05/2016,2.0331,1.9049,1.3129,160.5714,1.4508,1.4616
31/05/2016,2.0092,1.9036,1.3077,161.4808,1.4474,1.4557
01/06/2016,1.989,1.8869,1.2898,157.7324,1.4235,1.4414
02/06/2016,1.9985,1.8947,1.2947,156.8366,1.43,1.4447
03/06/2016,1.9821,1.8813,1.2814,154.9835,1.4208,1.4517
06/06/2016,1.9615,1.8573,1.2726,155.1264,1.4053,1.4464
07/06/2016,1.9536,1.8634,1.2823,156.1123,1.4072,1.456
08/06/2016,1.9486,1.8461,1.2773,155.1534,1.3963,1.4552
09/06/2016,1.9453,1.8405,1.2771,154.0089,1.3951,1.4465
10/06/2016,1.9352,1.8251,1.2687,153.2161,1.3796,1.4334
13/06/2016,1.929,1.8222,1.2639,151.8319,1.3801,1.4282
14/06/2016,1.9184,1.8142,1.2589,149.5096,1.3596,1.4114
15/06/2016,1.9135,1.8324,1.2634,150.2647,1.3664,1.4196
16/06/2016,1.9247,1.8331,1.2617,146.1531,1.3603,1.4064
17/06/2016,1.9351,1.8399,1.2709,149.0617,1.3743,1.4293
20/06/2016,1.9686,1.8802,1.296,153.4201,1.41,1.4694
21/06/2016,1.9678,1.8803,1.3018,153.3455,1.4063,1.467
22/06/2016,1.9596,1.8826,1.3018,153.7582,1.4097,1.4687
23/06/2016,1.9528,1.8882,1.3039,156.4297,1.416,1.4798
24/06/2016,1.8178,1.7582,1.2254,139.0568,1.318,1.3621
27/06/2016,1.7906,1.7233,1.1986,133.7295,1.2909,1.3152
28/06/2016,1.8101,1.7428,1.2054,136.9368,1.3058,1.3322
29/06/2016,1.8181,1.757,1.2177,138.7595,1.3247,1.3523
30/06/2016,1.8033,1.7446,1.2081,137.8353,1.3085,1.3429
01/07/2016,1.7731,1.7112,1.192,136.2431,1.2924,1.327
04/07/2016,1.7617,1.7063,1.1929,136.2316,1.2907,1.3287
05/07/2016,1.7472,1.6901,1.175,132.5024,1.2711,1.3048
06/07/2016,1.7189,1.6792,1.1639,129.9066,1.2596,1.2885
07/07/2016,1.7254,1.6728,1.168,130.3287,1.264,1.2932
08/07/2016,1.7161,1.6961,1.1743,130.3128,1.2747,1.296
11/07/2016,1.7222,1.7006,1.1759,133.2726,1.2769,1.2987
12/07/2016,1.7298,1.7188,1.1909,137.8596,1.302,1.3186
13/07/2016,1.7327,1.7158,1.1903,137.8457,1.3005,1.3215
14/07/2016,1.7452,1.7219,1.1998,140.3845,1.3089,1.3323
15/07/2016,1.7441,1.7117,1.1952,140.0104,1.3003,1.3231
18/07/2016,1.7521,1.7276,1.2006,140.6589,1.3076,1.3286
19/07/2016,1.7538,1.711,1.193,139.7539,1.2942,1.3136
20/07/2016,1.7602,1.7167,1.1969,140.63,1.2995,1.3175
21/07/2016,1.7617,1.7218,1.2017,140.499,1.3064,1.3211
22/07/2016,1.7571,1.723,1.1917,139.0543,1.2931,1.3085
25/07/2016,1.7592,1.7359,1.1961,139.1982,1.2957,1.3122
26/07/2016,1.7458,1.7333,1.1944,137.2327,1.3015,1.3116
27/07/2016,1.756,1.7338,1.1936,138.5232,1.3025,1.3114
28/07/2016,1.7465,1.7307,1.1838,137.5238,1.2883,1.312
29/07/2016,1.7463,1.7301,1.1867,135.9602,1.282,1.3267
01/08/2016,1.7475,1.73,1.1823,135.1898,1.2769,1.3206
02/08/2016,1.7492,1.7386,1.1859,134.3773,1.2832,1.3306
03/08/2016,1.758,1.7444,1.1924,134.9119,1.2945,1.3322
04/08/2016,1.7217,1.7118,1.1786,132.711,1.2775,1.3128
05/08/2016,1.7169,1.721,1.1797,133.032,1.2812,1.3059
08/08/2016,1.7021,1.717,1.1774,133.6656,1.2823,1.3038
09/08/2016,1.6917,1.7043,1.1694,132.3885,1.2763,1.2992
10/08/2016,1.6851,1.6981,1.1656,131.7798,1.2715,1.3014
11/08/2016,1.6802,1.6884,1.16,131.3974,1.2594,1.2966
12/08/2016,1.6812,1.6743,1.1572,130.553,1.2591,1.2935
15/08/2016,1.6756,1.6623,1.1499,130.0761,1.2515,1.2875
16/08/2016,1.6889,1.6707,1.1517,130.2665,1.2496,1.2967
17/08/2016,1.7039,1.6732,1.1538,130.4282,1.2521,1.3009
18/08/2016,1.7147,1.682,1.162,131.8043,1.2607,1.3162
19/08/2016,1.7127,1.681,1.1527,130.7689,1.2527,1.3056
22/08/2016,1.7218,1.6983,1.1604,131.8675,1.2641,1.3146
23/08/2016,1.723,1.696,1.1645,132.0578,1.267,1.3186
24/08/2016,1.7409,1.7152,1.1779,133.2685,1.2822,1.325
25/08/2016,1.7331,1.7056,1.1692,132.6154,1.2768,1.3189
26/08/2016,1.7239,1.701,1.1703,132.6732,1.2787,1.32
30/08/2016,1.7433,1.7135,1.1744,134.6138,1.2858,1.3096
31/08/2016,1.743,1.7187,1.1765,135.5747,1.2875,1.3099
01/09/2016,1.7624,1.741,1.1883,137.3122,1.3038,1.3299
02/09/2016,1.7628,1.7327,1.1923,138.6265,1.3047,1.3309
05/09/2016,1.753,1.7183,1.1931,137.4629,1.3036,1.3293
06/09/2016,1.7498,1.7247,1.1947,137.3083,1.3055,1.343
07/09/2016,1.7381,1.7213,1.1866,135.5878,1.2929,1.334
08/09/2016,1.7325,1.7168,1.181,135.3705,1.2907,1.3316
09/09/2016,1.752,1.7255,1.1827,136.1964,1.2949,1.3259
12/09/2016,1.7697,1.7402,1.1861,135.6108,1.2962,1.3303
13/09/2016,1.7589,1.7344,1.1726,134.6835,1.2834,1.3181
14/09/2016,1.7641,1.7387,1.172,135.2253,1.2829,1.3176
15/09/2016,1.7575,1.7337,1.1735,135.0861,1.2832,1.3192
16/09/2016,1.7476,1.7292,1.1718,133.7459,1.2806,1.3079
19/09/2016,1.7276,1.7231,1.168,132.9349,1.2797,1.3061
20/09/2016,1.7142,1.7125,1.1597,131.6913,1.2681,1.2949
21/09/2016,1.7111,1.7116,1.1632,130.4352,1.2657,1.2958
22/09/2016,1.7123,1.7056,1.1649,132.0006,1.2666,1.3094
23/09/2016,1.699,1.7014,1.1552,130.8442,1.2584,1.296
26/09/2016,1.6984,1.7085,1.1515,130.292,1.255,1.2976
27/09/2016,1.6961,1.7219,1.1598,130.2986,1.2623,1.2987
28/09/2016,1.6974,1.7223,1.1607,130.7833,1.2639,1.299
29/09/2016,1.6935,1.7006,1.156,131.9361,1.256,1.2982
30/09/2016,1.6977,1.7073,1.1558,131.5469,1.2587,1.2991
03/10/2016,1.675,1.6852,1.1442,130.4191,1.2478,1.2834
04/10/2016,1.6668,1.6789,1.1429,131.2004,1.251,1.2754
05/10/2016,1.6764,1.6808,1.1376,131.9307,1.2449,1.2742
06/10/2016,1.6708,1.6736,1.1321,131.4172,1.2392,1.2646
07/10/2016,1.6436,1.6521,1.1154,128.5266,1.2211,1.2465
10/10/2016,1.6245,1.6276,1.1093,128.201,1.2172,1.2377
11/10/2016,1.6199,1.6164,1.1058,126.6962,1.2081,1.2227
12/10/2016,1.6087,1.6174,1.1064,126.7763,1.2066,1.2183
13/10/2016,1.615,1.614,1.1054,126.0878,1.2047,1.2193
14/10/2016,1.5989,1.6038,1.1082,127.2426,1.2057,1.2195
17/10/2016,1.5954,1.5984,1.106,126.4485,1.2037,1.2155
18/10/2016,1.606,1.6161,1.1212,127.8547,1.2196,1.2302
19/10/2016,1.5981,1.5992,1.1204,126.8982,1.2154,1.2288
20/10/2016,1.6041,1.6178,1.1206,127.3498,1.2142,1.2244
21/10/2016,1.6048,1.6262,1.1218,126.6085,1.214,1.2195
24/10/2016,1.6051,1.63,1.1215,127.2615,1.2121,1.2205
25/10/2016,1.5895,1.6201,1.1173,126.9476,1.2088,1.2133
26/10/2016,1.5965,1.6316,1.121,127.8364,1.2155,1.2239
27/10/2016,1.6027,1.6304,1.1155,127.916,1.2096,1.2179
28/10/2016,1.6022,1.6238,1.1115,128.0083,1.2066,1.2145
31/10/2016,1.6046,1.637,1.1142,128.3325,1.2078,1.2214
01/11/2016,1.5953,1.635,1.1066,127.7968,1.1963,1.222
02/11/2016,1.6062,1.6486,1.1076,127.1277,1.1947,1.2315
03/11/2016,1.6213,1.6671,1.1225,128.4858,1.2139,1.2455
04/11/2016,1.6358,1.6829,1.128,129.2386,1.2147,1.2545
07/11/2016,1.6112,1.6607,1.1232,129.5812,1.2112,1.2393
08/11/2016,1.6077,1.6548,1.1232,129.9881,1.2093,1.2407
09/11/2016,1.6265,1.6732,1.1366,130.102,1.2215,1.2444
10/11/2016,1.649,1.6852,1.1477,132.926,1.2334,1.2486
11/11/2016,1.669,1.7012,1.1592,134.1047,1.2431,1.2579
14/11/2016,1.6544,1.6909,1.1613,135.0901,1.2436,1.2453
15/11/2016,1.6409,1.6684,1.1544,134.9608,1.2395,1.2384
16/11/2016,1.6633,1.6679,1.1641,136.1561,1.2484,1.2423
17/11/2016,1.6643,1.6684,1.1652,136.0608,1.2487,1.2437
18/11/2016,1.6756,1.6643,1.1644,136.2446,1.2451,1.2312
21/11/2016,1.6935,1.6714,1.1744,138.3866,1.2589,1.2474
22/11/2016,1.6839,1.667,1.1735,138.2693,1.2583,1.2422
23/11/2016,1.678,1.6732,1.1772,140.0839,1.2618,1.2399
24/11/2016,1.6823,1.6814,1.1801,141.1423,1.2667,1.2464
25/11/2016,1.676,1.6829,1.1744,140.7563,1.2619,1.2453
28/11/2016,1.6582,1.6661,1.1728,139.3495,1.2598,1.2412
29/11/2016,1.6754,1.6818,1.1779,141.2541,1.2683,1.2507
30/11/2016,1.6918,1.6806,1.178,142.4033,1.2732,1.2497
01/12/2016,1.7048,1.6826,1.1893,144.4083,1.279,1.2622
02/12/2016,1.6997,1.6838,1.1873,144.0734,1.2807,1.2658
05/12/2016,1.7008,1.6848,1.1848,145.3681,1.2851,1.2707
06/12/2016,1.7049,1.6893,1.1845,144.9041,1.2831,1.2712
07/12/2016,1.685,1.6701,1.1711,143.1374,1.2693,1.2609
08/12/2016,1.6877,1.6603,1.1829,143.4032,1.2763,1.2555
09/12/2016,1.686,1.6538,1.1925,144.7247,1.2822,1.2564
12/12/2016,1.6894,1.6636,1.1942,146.2383,1.2872,1.2669
13/12/2016,1.6923,1.6644,1.1921,146.2592,1.283,1.2684
14/12/2016,1.6896,1.6638,1.1926,146.1885,1.2832,1.2701
15/12/2016,1.6883,1.6624,1.1915,147.1459,1.2792,1.2409
16/12/2016,1.7082,1.6621,1.1944,147.1937,1.2797,1.2434
19/12/2016,1.7078,1.6598,1.1874,144.8997,1.2691,1.2392
20/12/2016,1.7057,1.6543,1.1905,145.8642,1.2716,1.2353
21/12/2016,1.7068,1.6583,1.1862,145.7026,1.2703,1.2376
22/12/2016,1.7019,1.657,1.1757,144.5015,1.2602,1.2298
23/12/2016,1.7006,1.6547,1.1725,143.8364,1.2567,1.2256
28/12/2016,1.7039,1.6596,1.1764,143.8507,1.2597,1.2227
29/12/2016,1.6952,1.6488,1.1657,142.3351,1.2516,1.2226
30/12/2016,1.7028,1.6576,1.1651,143.8713,1.2522,1.2303
03/01/2017,1.6951,1.6422,1.1786,144.4565,1.2591,1.224
04/01/2017,1.6883,1.634,1.1737,144.0968,1.2582,1.2296
05/01/2017,1.6914,1.6405,1.1719,143.5088,1.2549,1.2425
06/01/2017,1.683,1.6268,1.1649,143.4924,1.2489,1.2318
09/01/2017,1.6536,1.6052,1.1508,141.5004,1.235,1.2147
10/01/2017,1.6503,1.609,1.15,140.6521,1.2351,1.2184
11/01/2017,1.6367,1.6003,1.1524,140.7237,1.235,1.2071
12/01/2017,1.6294,1.6057,1.147,139.3455,1.2319,1.2219
13/01/2017,1.6263,1.5992,1.1468,140.116,1.2305,1.2184
16/01/2017,1.6136,1.5867,1.1375,137.6617,1.2197,1.2065
17/01/2017,1.6424,1.6177,1.1583,139.9753,1.2422,1.2385
18/01/2017,1.6319,1.6162,1.1545,139.7948,1.2362,1.2345
19/01/2017,1.6305,1.6399,1.1597,141.8774,1.2438,1.2304
20/01/2017,1.6326,1.6428,1.1539,141.7638,1.239,1.2323
23/01/2017,1.6482,1.6617,1.1624,141.156,1.2476,1.2495
24/01/2017,1.6497,1.6472,1.1638,141.7848,1.2503,1.2513
25/01/2017,1.6684,1.6506,1.1735,143.2684,1.2595,1.2605
26/01/2017,1.6712,1.6497,1.1797,144.4462,1.2595,1.2589
27/01/2017,1.6618,1.6476,1.1725,144.4474,1.2528,1.2553
30/01/2017,1.6556,1.6382,1.1709,142.4833,1.2484,1.2515
31/01/2017,1.6584,1.6411,1.1646,141.727,1.2415,1.2589
01/02/2017,1.6724,1.654,1.1756,143.5308,1.2551,1.2647
02/02/2017,1.6319,1.6303,1.1595,140.8247,1.2396,1.253
03/02/2017,1.6268,1.6258,1.1592,140.5562,1.2397,1.2505
06/02/2017,1.629,1.6328,1.1588,139.8332,1.2353,1.2444
07/02/2017,1.6268,1.635,1.1629,139.5031,1.24,1.2429
08/02/2017,1.6389,1.6473,1.1705,140.0688,1.245,1.2533
09/02/2017,1.6428,1.6448,1.1748,141.5664,1.2538,1.2528
10/02/2017,1.6272,1.6321,1.1748,141.7706,1.2542,1.2482
13/02/2017,1.6363,1.6361,1.179,142.4342,1.2568,1.2503
14/02/2017,1.6341,1.6328,1.1799,142.6016,1.256,1.2463
15/02/2017,1.6205,1.6291,1.1772,142.7173,1.2553,1.2447
16/02/2017,1.6255,1.6325,1.1716,141.65,1.2485,1.25
17/02/2017,1.6219,1.6301,1.17,140.2703,1.2451,1.2432
20/02/2017,1.6237,1.6333,1.1744,141.0946,1.2502,1.2473
21/02/2017,1.626,1.6379,1.1833,141.6988,1.2586,1.2468
22/02/2017,1.6211,1.6437,1.1811,141.2114,1.2601,1.2458
23/02/2017,1.6245,1.6433,1.1846,141.2779,1.2622,1.2548
24/02/2017,1.6257,1.6361,1.1818,140.3264,1.2574,1.2489
27/02/2017,1.6218,1.6337,1.1749,139.7638,1.254,1.247
28/02/2017,1.6183,1.6483,1.1713,139.2595,1.2462,1.2445
01/03/2017,1.6099,1.6446,1.1669,140.2906,1.2427,1.2317
02/03/2017,1.6203,1.6429,1.1672,140.5773,1.2421,1.2285
03/03/2017,1.6205,1.6447,1.1606,140.3639,1.2391,1.2261
06/03/2017,1.6148,1.6416,1.1562,139.4251,1.2395,1.2255
07/03/2017,1.6049,1.6348,1.1526,139.0116,1.236,1.2194
08/03/2017,1.6123,1.6382,1.1527,139.5548,1.2347,1.2168
09/03/2017,1.6202,1.6428,1.1483,139.5671,1.2327,1.215
10/03/2017,1.6134,1.6388,1.1417,139.884,1.2294,1.2167
13/03/2017,1.6138,1.646,1.1466,140.2261,1.2318,1.2234
14/03/2017,1.6062,1.6382,1.143,139.4703,1.2262,1.2167
15/03/2017,1.6096,1.644,1.1497,140.1375,1.232,1.2222
